id;lang;name;short_description;slug;meta_title;meta_description;og_title;og_description;intro_text;og_image_alt;og_image_url
23;pl;Równania i Wyrażenia;;rownania-wyrazenia;Kalkulatory Równań | Kwadratowe, Sześcienne i Logarytmy;Rozwiązuj równania i wyrażenia algebraiczne: równania kwadratowe i sześcienne, logarytmy, wzory skróconego mnożenia, uzupełnianie do kwadratu i faktoryzację.;Rozwiązywanie Równań i Wyrażeń;Rozwiązuj równania algebraiczne i upraszczaj wyrażenia za pomocą kalkulatorów do równań kwadratowych, logarytmów i wzorów.;Kalkulatory równań i wyrażeń do rozwiązywania, upraszczania i analizowania formuł algebraicznych.;;
23;lv;Vienādojumi un izteiksmes;;vienadojumi-izteiksmes;Vienādojumu kalkulatori | Kvadrātvienādojumi & Logaritmi;Risiniet algebras vienādojumus un izteiksmes: kvadrātvienādojumus, kubiskos vienādojumus, logaritmus, iekavu atvēršanu un faktorizāciju.;Vienādojumu un izteiksmju risinātāji;Risiniet algebras vienādojumus un vienkāršojiet izteiksmes, izmantojot kalkulatorus kvadrātvienādojumiem, logaritmiem un formulām.;Vienādojumu un izteiksmju kalkulatori, lai risinātu, vienkāršotu un analizētu algebras formulas.;;
24;en;Loans & Debt Calculators;;loans-debt;Loan & Debt Calculators | Payments, Credit, Mortgages & Repayment;Calculate loan payments, interest, credit costs, debt payoff schedules, consolidation plans, and mortgages. Smart tools to manage borrowing and reduce debt.;Loan & Debt Calculators for Smarter Borrowing & Repayment;Use loan and debt calculators to estimate payments, interest, APR, credit costs, and payoff timelines for personal and business loans.;Loan and debt calculators to estimate payments, interest, credit costs, and repayment schedules for smarter borrowing decisions.;;
24;ru;Калькуляторы кредитов и долгов;;kredity-i-dolgi;Калькуляторы кредитов | Платежи, Ипотека, Досрочное погашение;Рассчитайте платежи по кредитам, переплату, ипотеку, графики погашения долгов и рефинансирование. Умные инструменты для управления заемными средствами.;Калькуляторы кредитов и долгов для заемщиков;Используйте кредитные калькуляторы для оценки ежемесячных платежей, реальной ставки, переплаты и сроков погашения долгов.;Калькуляторы кредитов и долгов для расчета платежей, процентов, переплаты и графиков погашения.;;
24;de;Kredit- & Schuldenrechner;;kredite-schulden;Kreditrechner | Raten, Hypotheken, Tilgung & Umschuldung;Berechnen Sie Kreditraten, Zinsen, Kreditkosten, Tilgungspläne und Hypotheken. Smarte Tools zur Verwaltung von Schulden und Krediten.;Kredit- & Schuldenrechner für bessere Finanzierung;Nutzen Sie Kreditrechner, um Raten, Zinsen, effektiven Jahreszins und Tilgungspläne für private und geschäftliche Darlehen zu schätzen.;Kredit- und Schuldenrechner zur Schätzung von Zahlungen, Zinsen, Kreditkosten und Tilgungsplänen.;;
24;es;Calculadoras de Préstamos y Deudas;;prestamos-deudas;Calculadoras de Préstamos | Pagos, Hipotecas y Amortización;Calcule pagos de préstamos, intereses, hipotecas, cronogramas de pago de deudas y refinanciación. Herramientas inteligentes para gestionar su endeudamiento.;Calculadoras de Préstamos para Gestionar Deudas;Utilice calculadoras de préstamos para estimar cuotas, intereses, TAE, costes crediticios y plazos de amortización.;Calculadoras de préstamos y deudas para estimar pagos, intereses, costos de crédito y calendarios de amortización.;;
24;fr;Calculatrices de Prêts et Dettes;;prets-dettes;Calculatrices de Prêts | Mensualités, Hypothèques et Remboursement;Calculez vos mensualités, intérêts, coûts de crédit, plans de remboursement et hypothèques. Outils intelligents pour gérer vos emprunts et réduire vos dettes.;Calculatrices de Prêts pour Emprunter Malin;Utilisez les calculatrices de dettes pour estimer les paiements, les intérêts, le TAEG et les délais de remboursement des prêts personnels et professionnels.;Calculatrices de prêts et dettes pour estimer les paiements, les intérêts, les coûts de crédit et les échéanciers.;;
24;it;Calcolatori di Prestiti e Debiti;;prestiti-debiti;Calcolatori Prestiti | Rate, Mutui, Ammortamento e Debiti;Calcola rate del prestito, interessi, costi del credito, piani di rientro e mutui. Strumenti intelligenti per gestire i finanziamenti e ridurre il debito.;Calcolatori di Prestiti per una Gestione Migliore;Usa i calcolatori di prestiti per stimare pagamenti, interessi, TAEG, costi del credito e tempistiche di estinzione per prestiti personali e aziendali.;Calcolatori di prestiti e debiti per stimare pagamenti, interessi, costi del credito e piani di ammortamento.;;
24;pl;Kalkulatory Kredytowe i Długów;;kredyty-dlugi;Kalkulatory Kredytowe | Raty, Hipoteki, Spłata i Konsolidacja;Oblicz raty kredytów, odsetki, koszty kredytowania, harmonogramy spłat i hipoteki. Inteligentne narzędzia do zarządzania pożyczkami i redukcji długów.;Kalkulatory Kredytowe do Zarządzania Długiem;Użyj kalkulatorów kredytowych, aby oszacować raty, odsetki, RRSO, koszty kredytu i terminy spłaty dla pożyczek osobistych i firmowych.;Kalkulatory kredytowe i długów do szacowania rat, odsetek, kosztów kredytu i harmonogramów spłat.;;
24;lv;Kredītu un parādu kalkulatori;;krediti-paradi;Kredītu kalkulatori | Maksājumi, Hipotēkas un Atmaksa;Aprēķiniet kredīta maksājumus, procentus, kredīta izmaksas, parādu dzēšanas grafikus un hipotēkas. Gudri rīki aizņēmumu pārvaldībai.;Kredītu un parādu kalkulatori gudrākai aizņemšanās plānošanai;Izmantojiet kredītu kalkulatorus, lai novērtētu maksājumus, procentus, GPL un atmaksas termiņus privātajiem un biznesa aizdevumiem.;Kredītu un parādu kalkulatori maksājumu, procentu, kredīta izmaksu un atmaksas grafiku novērtēšanai.;;
25;en;Interest & APR Calculators;;interest-time;Interest & APR Calculators | Time Value of Money & Compounding;Calculate interest, APR, APY, compounding effects, discounts, and time value of money. Accurate tools for loans, investments, and financial planning.;Interest & APR Calculators for Time Value of Money;Explore interest and APR calculators to understand compounding, present and future value, and real cost of borrowing or investing.;Interest and APR calculators to understand compounding, time value of money, and real costs of loans and investments.;;
25;ru;Калькуляторы процентов и ставок;;procenty-stavki;Калькуляторы процентов | Сложный процент, Ставки и Деньги во времени;Рассчитайте простые и сложные проценты, APR, APY, дисконтирование и временную стоимость денег. Точные инструменты для вкладов и кредитов.;Калькуляторы процентов и временной стоимости денег;Изучите калькуляторы процентов, чтобы понять работу сложного процента, будущую стоимость денег и реальную стоимость кредитов или инвестиций.;Калькуляторы процентов и ставок для понимания сложного процента, временной стоимости денег и реальной стоимости кредитов.;;
25;de;Zins- & APR-Rechner;;zinsen-apr;Zinsrechner | Zinseszins, APR, APY & Zeitwert des Geldes;Berechnen Sie Zinsen, Effektivzins, Zinseszinseffekte und den Zeitwert des Geldes. Präzise Tools für Kredite, Investitionen und Finanzplanung.;Zinsrechner für Zinseszins & Geldwert;Nutzen Sie Zinsrechner, um Zinseszinseffekte, Barwert, Endwert und die realen Kosten von Krediten oder Investitionen zu verstehen.;Zins- und APR-Rechner zum Verständnis von Zinseszins, Zeitwert des Geldes und Kapitalkosten.;;
25;es;Calculadoras de Interés y TAE;;interes-tae;Calculadoras de Interés | Interés Compuesto, TAE y Valor del Dinero;Calcule intereses, TAE, rendimiento anual, interés compuesto y el valor del dinero en el tiempo. Herramientas precisas para inversiones y préstamos.;Calculadoras de Interés y Valor del Dinero;Explore las calculadoras de interés para entender la capitalización, el valor presente y futuro, y el coste real de pedir prestado o invertir.;Calculadoras de interés y TAE para entender el interés compuesto, el valor del dinero en el tiempo y los costes reales.;;
25;fr;Calculatrices d'Intérêts et Taux;;interets-taux;Calculatrices d'Intérêts | Intérêts Composés, TEG & Valeur Temps;Calculez les intérêts, le TAEG, les effets composés et la valeur temps de l'argent. Outils précis pour les prêts, les placements et la planification.;Calculatrices d'Intérêts pour la Valeur de l'Argent;Utilisez nos calculatrices pour comprendre les intérêts composés, la valeur actuelle et future, et le coût réel des emprunts ou des investissements.;Calculatrices d'intérêts et de taux pour comprendre les intérêts composés, la valeur temps de l'argent et les coûts réels.;;
25;it;Calcolatori di Interessi e Tassi;;interessi-tassi;Calcolatori Interessi | Interesse Composto, TAEG & Valore Temporale;Calcola interessi, TAEG, rendimenti, interesse composto e valore temporale del denaro. Strumenti precisi per prestiti, investimenti e pianificazione.;Calcolatori di Interessi e Valore del Denaro;Esplora i calcolatori di interessi per comprendere la capitalizzazione, il valore attuale e futuro e il costo reale di prestiti o investimenti.;Calcolatori di interessi e tassi per comprendere l'interesse composto, il valore temporale del denaro e i costi reali.;;
25;pl;Kalkulatory Odsetek i RRSO;;odsetki-rrso;Kalkulatory Odsetek | Procent Składany, RRSO i Wartość Pieniądza;Oblicz odsetki, RRSO, efekty procentu składanego i wartość pieniądza w czasie. Precyzyjne narzędzia do kredytów, lokat i planowania finansowego.;Kalkulatory Odsetek i Wartości Pieniądza w Czasie;Poznaj kalkulatory odsetek, aby zrozumieć procent składany, wartość przyszłą pieniądza oraz rzeczywiste koszty pożyczek lub inwestycji.;Kalkulatory odsetek i RRSO do zrozumienia procentu składanego, wartości pieniądza w czasie i rzeczywistych kosztów.;;
25;lv;Procentu un likmju kalkulatori;;procenti-likmes;Procentu kalkulatori | Saliktie procenti, GPL un naudas vērtība;Aprēķiniet procentus, GPL, salikto procentu efektu un naudas laika vērtību. Precīzi rīki kredītiem, investīcijām un finanšu plānošanai.;Procentu un likmju kalkulatori naudas vērtības noteikšanai;Izmantojiet procentu kalkulatorus, lai izprastu saliktos procentus, tagadnes un nākotnes vērtību, kā arī reālās aizņēmumu vai investīciju izmaksas.;Procentu un likmju kalkulatori, lai izprastu saliktos procentus, naudas laika vērtību un reālās izmaksas.;;
26;en;Saving & Investing Calculators;;saving-investing;Saving & Investing Calculators | ROI, Growth & Wealth Planning;Plan savings and investments with calculators for ROI, compound growth, portfolios, and long-term wealth building. Ideal for personal and investment planning.;Saving & Investing Calculators for ROI & Growth;Use saving and investing calculators to forecast returns, analyze ROI, and plan long-term financial growth and investment strategies.;Saving and investing calculators to forecast returns, calculate ROI, and plan long-term financial growth.;;
